,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
473,208300.00,33877.00,6013313101,"Census Tract 3131.01, Contra Costa County, California"
370,258300.00,33876.00,6005000402,"Census Tract 4.02, Amador County, California"
1020,425700.00,33873.00,6029002811,"Census Tract 28.11, Kern County, California"
5765,383600.00,33872.00,6073005800,"Census Tract 58, San Diego County, California"
7977,379900.00,33848.00,6111007800,"Census Tract 78, Ventura County, California"
898,275000.00,33847.00,6021010300,"Census Tract 103, Glenn County, California"
6163,305600.00,33845.00,6073018613,"Census Tract 186.13, San Diego County, California"
3522,209400.00,33841.00,6039000108,"Census Tract 1.08, Madera County, California"
4297,525500.00,33833.00,6059099215,"Census Tract 992.15, Orange County, California"
6677,633000.00,33829.00,6081600100,"Census Tract 6001, San Mateo County, California"
104,586500.00,33825.00,6001409900,"Census Tract 4099, Alameda County, California"
7833,293700.00,33816.00,6111000304,"Census Tract 3.04, Ventura County, California"
5124,171300.00,33816.00,6067007503,"Census Tract 75.03, Sacramento County, California"
2942,327800.00,33815.00,6037553601,"Census Tract 5536.01, Los Angeles County, California"
2562,696800.00,33812.00,6037480002,"Census Tract 4800.02, Los Angeles County, California"
1685,335100.00,33790.00,6037203720,"Census Tract 2037.20, Los Angeles County, California"
2849,239900.00,33786.00,6037541605,"Census Tract 5416.05, Los Angeles County, California"
227,357800.00,33779.00,6001436602,"Census Tract 4366.02, Alameda County, California"
7098,684600.00,33774.00,6085505305,"Census Tract 5053.05, Santa Clara County, California"
3943,431000.00,33766.00,6059032033,"Census Tract 320.33, Orange County, California"
4809,101200.00,33764.00,6065044103,"Census Tract 441.03, Riverside County, California"
686,296800.00,33754.00,6017031405,"Census Tract 314.05, El Dorado County, California"
4190,676300.00,33753.00,6059075813,"Census Tract 758.13, Orange County, California"
4257,486600.00,33746.00,6059088002,"Census Tract 880.02, Orange County, California"
4265,415700.00,33742.00,6059088203,"Census Tract 882.03, Orange County, California"
1672,378100.00,33740.00,6037201402,"Census Tract 2014.02, Los Angeles County, California"
3959,594600.00,33735.00,6059032049,"Census Tract 320.49, Orange County, California"
7288,408000.00,33731.00,6085512506,"Census Tract 5125.06, Santa Clara County, California"
7960,723800.00,33729.00,6111007507,"Census Tract 75.07, Ventura County, California"
1623,469100.00,33706.00,6037192520,"Census Tract 1925.20, Los Angeles County, California"
4298,554200.00,33699.00,6059099216,"Census Tract 992.16, Orange County, California"
723,115600.00,33695.00,6019001500,"Census Tract 15, Fresno County, California"
1947,280300.00,33691.00,6037237720,"Census Tract 2377.20, Los Angeles County, California"
2031,693500.00,33689.00,6037267200,"Census Tract 2672, Los Angeles County, California"
452,468500.00,33687.00,6013304001,"Census Tract 3040.01, Contra Costa County, California"
7043,351500.00,33681.00,6085504002,"Census Tract 5040.02, Santa Clara County, California"
4384,738900.00,33680.00,6059110012,"Census Tract 1100.12, Orange County, California"
2817,338800.00,33655.00,6037535804,"Census Tract 5358.04, Los Angeles County, California"
546,828500.00,33651.00,6013345114,"Census Tract 3451.14, Contra Costa County, California"
4915,410800.00,33634.00,6065046602,"Census Tract 466.02, Riverside County, California"
5401,194700.00,33629.00,6071002109,"Census Tract 21.09, San Bernardino County, California"
1480,630200.00,33625.00,6037137401,"Census Tract 1374.01, Los Angeles County, California"
5286,247200.00,33620.00,6069000701,"Census Tract 7.01, San Benito County, California"
5267,272700.00,33615.00,6067009630,"Census Tract 96.30, Sacramento County, California"
2221,603800.00,33611.00,6037311500,"Census Tract 3115, Los Angeles County, California"
3100,457100.00,33607.00,6037576904,"Census Tract 5769.04, Los Angeles County, California"
7018,387200.00,33605.00,6085503401,"Census Tract 5034.01, Santa Clara County, California"
6228,316000.00,33603.00,6073020106,"Census Tract 201.06, San Diego County, California"
6595,244700.00,33603.00,6077005123,"Census Tract 51.23, San Joaquin County, California"
3518,239400.00,33603.00,6039000102,"Census Tract 1.02, Madera County, California"
4137,332000.00,33596.00,6059074406,"Census Tract 744.06, Orange County, California"
2567,707500.00,33593.00,6037480201,"Census Tract 4802.01, Los Angeles County, California"
5671,290800.00,33574.00,6073001200,"Census Tract 12, San Diego County, California"
3084,252000.00,33568.00,6037576200,"Census Tract 5762, Los Angeles County, California"
6753,892400.00,33566.00,6081607200,"Census Tract 6072, San Mateo County, California"
2215,559600.00,33553.00,6037310900,"Census Tract 3109, Los Angeles County, California"
1441,415000.00,33528.00,6037133100,"Census Tract 1331, Los Angeles County, California"
4602,186600.00,33523.00,6065041412,"Census Tract 414.12, Riverside County, California"
7347,374100.00,33514.00,6087123100,"Census Tract 1231, Santa Cruz County, California"
6958,901100.00,33486.00,6085502603,"Census Tract 5026.03, Santa Clara County, California"
8003,153300.00,33484.00,6113010101,"Census Tract 101.01, Yolo County, California"
7016,469400.00,33481.00,6085503336,"Census Tract 5033.36, Santa Clara County, California"
5369,214400.00,33467.00,6071001813,"Census Tract 18.13, San Bernardino County, California"
2092,624400.00,33466.00,6037275400,"Census Tract 2754, Los Angeles County, California"
5697,241400.00,33448.00,6073002709,"Census Tract 27.09, San Diego County, California"
2742,290800.00,33446.00,6037532603,"Census Tract 5326.03, Los Angeles County, California"
7826,211800.00,33445.00,6109005100,"Census Tract 51, Tuolumne County, California"
4009,628700.00,33441.00,6059042339,"Census Tract 423.39, Orange County, California"
7633,220300.00,33433.00,6099000807,"Census Tract 8.07, Stanislaus County, California"
355,491500.00,33432.00,6001451701,"Census Tract 4517.01, Alameda County, California"
244,363800.00,33421.00,6001438100,"Census Tract 4381, Alameda County, California"
579,933400.00,33415.00,6013355113,"Census Tract 3551.13, Contra Costa County, California"
97,172900.00,33395.00,6001409200,"Census Tract 4092, Alameda County, California"
6651,164100.00,33389.00,6079011501,"Census Tract 115.01, San Luis Obispo County, California"
1110,282300.00,33386.00,6029006008,"Census Tract 60.08, Kern County, California"
6074,444800.00,33381.00,6073017009,"Census Tract 170.09, San Diego County, California"
880,212700.00,33370.00,6019007500,"Census Tract 75, Fresno County, California"
6520,173900.00,33368.00,6077003111,"Census Tract 31.11, San Joaquin County, California"
6540,118600.00,33365.00,6077003312,"Census Tract 33.12, San Joaquin County, California"
2626,642200.00,33364.00,6037500201,"Census Tract 5002.01, Los Angeles County, California"
3662,153100.00,33363.00,6047001902,"Census Tract 19.02, Merced County, California"
874,182700.00,33352.00,6019007004,"Census Tract 70.04, Fresno County, California"
5940,265400.00,33334.00,6073012302,"Census Tract 123.02, San Diego County, California"
5639,229700.00,33331.00,6071011500,"Census Tract 115, San Bernardino County, California"
6134,625400.00,33330.00,6073017810,"Census Tract 178.10, San Diego County, California"
2355,342800.00,33321.00,6037405301,"Census Tract 4053.01, Los Angeles County, California"
5514,218300.00,33317.00,6071007305,"Census Tract 73.05, San Bernardino County, California"
3052,509900.00,33295.00,6037573800,"Census Tract 5738, Los Angeles County, California"
6044,275700.00,33276.00,6073016302,"Census Tract 163.02, San Diego County, California"
3902,444100.00,33261.00,6059021821,"Census Tract 218.21, Orange County, California"
2460,550000.00,33260.00,6037431002,"Census Tract 4310.02, Los Angeles County, California"
7950,210400.00,33257.00,6111007100,"Census Tract 71, Ventura County, California"
1529,479200.00,33255.00,6037181600,"Census Tract 1816, Los Angeles County, California"
2445,655400.00,33248.00,6037430302,"Census Tract 4303.02, Los Angeles County, California"
684,251800.00,33246.00,6017031402,"Census Tract 314.02, El Dorado County, California"
3300,635000.00,33220.00,6037701701,"Census Tract 7017.01, Los Angeles County, California"
2831,276800.00,33204.00,6037540300,"Census Tract 5403, Los Angeles County, California"
3046,339900.00,33201.00,6037573300,"Census Tract 5733, Los Angeles County, California"
5895,487200.00,33200.00,6073009805,"Census Tract 98.05, San Diego County, California"
3128,391000.00,33191.00,6037600802,"Census Tract 6008.02, Los Angeles County, California"
3852,664700.00,33185.00,6059001601,"Census Tract 16.01, Orange County, California"
3842,487300.00,33181.00,6059001401,"Census Tract 14.01, Orange County, California"
5877,477500.00,33181.00,6073009502,"Census Tract 95.02, San Diego County, California"
861,172100.00,33174.00,6019006403,"Census Tract 64.03, Fresno County, California"
4272,424300.00,33168.00,6059088502,"Census Tract 885.02, Orange County, California"
7952,690600.00,33156.00,6111007202,"Census Tract 72.02, Ventura County, California"
6189,315000.00,33152.00,6073019404,"Census Tract 194.04, San Diego County, California"
1392,362000.00,33150.00,6037127400,"Census Tract 1274, Los Angeles County, California"
2250,453800.00,33143.00,6037401201,"Census Tract 4012.01, Los Angeles County, California"
4922,438600.00,33127.00,6065047900,"Census Tract 479, Riverside County, California"
2816,318000.00,33119.00,6037535803,"Census Tract 5358.03, Los Angeles County, California"
2893,326000.00,33115.00,6037544001,"Census Tract 5440.01, Los Angeles County, California"
458,202300.00,33113.00,6013306002,"Census Tract 3060.02, Contra Costa County, California"
7748,147000.00,33112.00,6107000502,"Census Tract 5.02, Tulare County, California"
1902,337500.00,33101.00,6037231400,"Census Tract 2314, Los Angeles County, California"
1533,390900.00,33097.00,6037183220,"Census Tract 1832.20, Los Angeles County, California"
7723,333800.00,33093.00,6101051100,"Census Tract 511, Sutter County, California"
3455,290000.00,33068.00,6037920102,"Census Tract 9201.02, Los Angeles County, California"
3599,206900.00,33029.00,6043000200,"Census Tract 2, Mariposa County, California"
7286,565900.00,33015.00,6085512503,"Census Tract 5125.03, Santa Clara County, California"
4013,497000.00,32984.00,6059052411,"Census Tract 524.11, Orange County, California"
8035,178800.00,32983.00,6113011102,"Census Tract 111.02, Yolo County, California"
2344,303400.00,32970.00,6037404803,"Census Tract 4048.03, Los Angeles County, California"
3447,163900.00,32970.00,6037920038,"Census Tract 9200.38, Los Angeles County, California"
7820,214200.00,32963.00,6109002100,"Census Tract 21, Tuolumne County, California"
1657,322100.00,32950.00,6037199110,"Census Tract 1991.10, Los Angeles County, California"
1353,378900.00,32945.00,6037123420,"Census Tract 1234.20, Los Angeles County, California"
1938,265500.00,32943.00,6037237102,"Census Tract 2371.02, Los Angeles County, California"
2206,693800.00,32942.00,6037310300,"Census Tract 3103, Los Angeles County, California"
417,204900.00,32927.00,6007003300,"Census Tract 33, Butte County, California"
6917,377100.00,32925.00,6083003001,"Census Tract 30.01, Santa Barbara County, California"
7847,400400.00,32917.00,6111001201,"Census Tract 12.01, Ventura County, California"
7610,431800.00,32886.00,6099000102,"Census Tract 1.02, Stanislaus County, California"
5680,603000.00,32884.00,6073002002,"Census Tract 20.02, San Diego County, California"
3236,650200.00,32881.00,6037650602,"Census Tract 6506.02, Los Angeles County, California"
3893,628500.00,32870.00,6059021809,"Census Tract 218.09, Orange County, California"
3115,296800.00,32870.00,6037600202,"Census Tract 6002.02, Los Angeles County, California"
7183,552400.00,32866.00,6085508900,"Census Tract 5089, Santa Clara County, California"
2406,228300.00,32865.00,6037408138,"Census Tract 4081.38, Los Angeles County, California"
369,254300.00,32857.00,6005000401,"Census Tract 4.01, Amador County, California"
5393,324200.00,32847.00,6071002035,"Census Tract 20.35, San Bernardino County, California"
7472,204600.00,32831.00,6095252610,"Census Tract 2526.10, Solano County, California"
2230,321500.00,32814.00,6037320300,"Census Tract 3203, Los Angeles County, California"
7738,276000.00,32808.00,6105000300,"Census Tract 3, Trinity County, California"
6250,642100.00,32795.00,6073020405,"Census Tract 204.05, San Diego County, California"
4391,524200.00,32794.00,6059110109,"Census Tract 1101.09, Orange County, California"
342,425100.00,32793.00,6001451201,"Census Tract 4512.01, Alameda County, California"
7590,415800.00,32790.00,6097153705,"Census Tract 1537.05, Sonoma County, California"
7614,147800.00,32770.00,6099000301,"Census Tract 3.01, Stanislaus County, California"
7256,538700.00,32767.00,6085512029,"Census Tract 5120.29, Santa Clara County, California"
7935,411100.00,32753.00,6111005909,"Census Tract 59.09, Ventura County, California"
5733,263600.00,32753.00,6073003303,"Census Tract 33.03, San Diego County, California"
448,386400.00,32749.00,6013303202,"Census Tract 3032.02, Contra Costa County, California"
5692,309000.00,32747.00,6073002702,"Census Tract 27.02, San Diego County, California"
4458,421700.00,32746.00,6061021122,"Census Tract 211.22, Placer County, California"
7594,424100.00,32720.00,6097153806,"Census Tract 1538.06, Sonoma County, California"
1224,505900.00,32719.00,6037106642,"Census Tract 1066.42, Los Angeles County, California"
7193,925600.00,32716.00,6085509302,"Census Tract 5093.02, Santa Clara County, California"
2142,398100.00,32710.00,6037296300,"Census Tract 2963, Los Angeles County, California"
5698,299700.00,32707.00,6073002710,"Census Tract 27.10, San Diego County, California"
2959,271500.00,32684.00,6037554301,"Census Tract 5543.01, Los Angeles County, California"
