,Estimate_Median_value_(dollars),Margin_of_Error_Median_value_(dollars),CensusTract,Geographic_Area_Name
4665,269100,16217,6065042512,"Census Tract 425.12, Riverside County, California"
4666,289800,12850,6065042513,"Census Tract 425.13, Riverside County, California"
4667,272200,9177,6065042514,"Census Tract 425.14, Riverside County, California"
4668,266700,37842,6065042515,"Census Tract 425.15, Riverside County, California"
4669,267100,16677,6065042516,"Census Tract 425.16, Riverside County, California"
4670,273000,10569,6065042517,"Census Tract 425.17, Riverside County, California"
4671,275300,7720,6065042518,"Census Tract 425.18, Riverside County, California"
4672,258200,21809,6065042519,"Census Tract 425.19, Riverside County, California"
4673,280500,20723,6065042520,"Census Tract 425.20, Riverside County, California"
4674,267500,12193,6065042521,"Census Tract 425.21, Riverside County, California"
4675,239200,11290,6065042617,"Census Tract 426.17, Riverside County, California"
4676,259200,11956,6065042618,"Census Tract 426.18, Riverside County, California"
4677,319900,14533,6065042619,"Census Tract 426.19, Riverside County, California"
4678,315500,18758,6065042620,"Census Tract 426.20, Riverside County, California"
4679,332000,12111,6065042621,"Census Tract 426.21, Riverside County, California"
4680,355300,8816,6065042622,"Census Tract 426.22, Riverside County, California"
4681,342600,7301,6065042623,"Census Tract 426.23, Riverside County, California"
4682,371300,16999,6065042624,"Census Tract 426.24, Riverside County, California"
4683,273400,14774,6065042706,"Census Tract 427.06, Riverside County, California"
4684,320300,12372,6065042708,"Census Tract 427.08, Riverside County, California"
4685,273300,10557,6065042709,"Census Tract 427.09, Riverside County, California"
4686,220800,13706,6065042711,"Census Tract 427.11, Riverside County, California"
4687,454700,32860,6065042714,"Census Tract 427.14, Riverside County, California"
4688,401200,19925,6065042715,"Census Tract 427.15, Riverside County, California"
4689,416900,45124,6065042716,"Census Tract 427.16, Riverside County, California"
4690,303100,34746,6065042717,"Census Tract 427.17, Riverside County, California"
4691,320900,24548,6065042719,"Census Tract 427.19, Riverside County, California"
4692,264400,44999,6065042720,"Census Tract 427.20, Riverside County, California"
4693,160700,17477,6065042723,"Census Tract 427.23, Riverside County, California"
4694,362300,10380,6065042724,"Census Tract 427.24, Riverside County, California"
4695,415100,12374,6065042726,"Census Tract 427.26, Riverside County, California"
4696,309100,13873,6065042728,"Census Tract 427.28, Riverside County, California"
4697,344500,13329,6065042729,"Census Tract 427.29, Riverside County, California"
4698,318900,23248,6065042730,"Census Tract 427.30, Riverside County, California"
4699,323100,14799,6065042731,"Census Tract 427.31, Riverside County, California"
4700,330100,13998,6065042732,"Census Tract 427.32, Riverside County, California"
4701,384900,12960,6065042733,"Census Tract 427.33, Riverside County, California"
4702,375900,11637,6065042737,"Census Tract 427.37, Riverside County, California"
4703,362200,8846,6065042738,"Census Tract 427.38, Riverside County, California"
4704,391000,14103,6065042739,"Census Tract 427.39, Riverside County, California"
4705,210600,12880,6065042740,"Census Tract 427.40, Riverside County, California"
4706,184800,27187,6065042741,"Census Tract 427.41, Riverside County, California"
4707,352700,9771,6065042742,"Census Tract 427.42, Riverside County, California"
4708,372400,13775,6065042743,"Census Tract 427.43, Riverside County, California"
4709,334700,24151,6065042744,"Census Tract 427.44, Riverside County, California"
4710,296600,13906,6065042745,"Census Tract 427.45, Riverside County, California"
4711,236300,52590,6065042800,"Census Tract 428, Riverside County, California"
4712,229500,48043,6065042901,"Census Tract 429.01, Riverside County, California"
4713,218100,25210,6065042902,"Census Tract 429.02, Riverside County, California"
4714,268600,17956,6065042903,"Census Tract 429.03, Riverside County, California"
4715,254300,21388,6065042904,"Census Tract 429.04, Riverside County, California"
4716,318700,25304,6065043001,"Census Tract 430.01, Riverside County, California"
4717,251400,32498,6065043003,"Census Tract 430.03, Riverside County, California"
4718,257500,15903,6065043005,"Census Tract 430.05, Riverside County, California"
4719,259500,24564,6065043006,"Census Tract 430.06, Riverside County, California"
4720,418100,12342,6065043007,"Census Tract 430.07, Riverside County, California"
4721,367600,16063,6065043008,"Census Tract 430.08, Riverside County, California"
4722,363400,12264,6065043009,"Census Tract 430.09, Riverside County, California"
4723,347800,8126,6065043010,"Census Tract 430.10, Riverside County, California"
4724,398500,28706,6065043206,"Census Tract 432.06, Riverside County, California"
4725,377700,12715,6065043211,"Census Tract 432.11, Riverside County, California"
4726,419600,43477,6065043216,"Census Tract 432.16, Riverside County, California"
4727,417800,42539,6065043217,"Census Tract 432.17, Riverside County, California"
4728,461700,29041,6065043218,"Census Tract 432.18, Riverside County, California"
4729,378700,25186,6065043220,"Census Tract 432.20, Riverside County, California"
4730,452300,36979,6065043222,"Census Tract 432.22, Riverside County, California"
4731,425400,16593,6065043227,"Census Tract 432.27, Riverside County, California"
4732,380100,25791,6065043228,"Census Tract 432.28, Riverside County, California"
4733,373100,12739,6065043229,"Census Tract 432.29, Riverside County, California"
4734,441800,8407,6065043235,"Census Tract 432.35, Riverside County, California"
4735,644700,68021,6065043239,"Census Tract 432.39, Riverside County, California"
4736,434500,14358,6065043240,"Census Tract 432.40, Riverside County, California"
4737,398600,20343,6065043242,"Census Tract 432.42, Riverside County, California"
4738,469300,12732,6065043244,"Census Tract 432.44, Riverside County, California"
4739,519900,43838,6065043246,"Census Tract 432.46, Riverside County, California"
4740,444700,13718,6065043247,"Census Tract 432.47, Riverside County, California"
4741,477600,15078,6065043248,"Census Tract 432.48, Riverside County, California"
4742,427500,17553,6065043250,"Census Tract 432.50, Riverside County, California"
4743,514400,38317,6065043252,"Census Tract 432.52, Riverside County, California"
4744,387500,14093,6065043254,"Census Tract 432.54, Riverside County, California"
4745,392200,18521,6065043256,"Census Tract 432.56, Riverside County, California"
4746,578800,19747,6065043257,"Census Tract 432.57, Riverside County, California"
4747,445200,16195,6065043262,"Census Tract 432.62, Riverside County, California"
4748,416600,15710,6065043264,"Census Tract 432.64, Riverside County, California"
4749,463800,13472,6065043265,"Census Tract 432.65, Riverside County, California"
4750,378100,25843,6065043266,"Census Tract 432.66, Riverside County, California"
4751,434600,12584,6065043267,"Census Tract 432.67, Riverside County, California"
4752,400700,18160,6065043270,"Census Tract 432.70, Riverside County, California"
4753,384400,28092,6065043271,"Census Tract 432.71, Riverside County, California"
4754,873500,52678,6065043272,"Census Tract 432.72, Riverside County, California"
4755,340800,28570,6065043274,"Census Tract 432.74, Riverside County, California"
4756,443400,10035,6065043276,"Census Tract 432.76, Riverside County, California"
4757,498400,31198,6065043278,"Census Tract 432.78, Riverside County, California"
4758,273400,15019,6065043279,"Census Tract 432.79, Riverside County, California"
4759,354800,24621,6065043291,"Census Tract 432.91, Riverside County, California"
4760,292800,26013,6065043304,"Census Tract 433.04, Riverside County, California"
4761,220400,16739,6065043306,"Census Tract 433.06, Riverside County, California"
4762,86900,13039,6065043307,"Census Tract 433.07, Riverside County, California"
4763,215500,12387,6065043308,"Census Tract 433.08, Riverside County, California"
4764,227800,31104,6065043309,"Census Tract 433.09, Riverside County, California"
4765,225000,14931,6065043310,"Census Tract 433.10, Riverside County, California"
4766,267300,11145,6065043311,"Census Tract 433.11, Riverside County, California"
4767,170900,21318,6065043312,"Census Tract 433.12, Riverside County, California"
4768,199300,26303,6065043313,"Census Tract 433.13, Riverside County, California"
4769,240900,13259,6065043314,"Census Tract 433.14, Riverside County, California"
4770,266200,11444,6065043315,"Census Tract 433.15, Riverside County, California"
4771,219600,8483,6065043316,"Census Tract 433.16, Riverside County, California"
4772,287100,10490,6065043317,"Census Tract 433.17, Riverside County, California"
4773,174200,40409,6065043401,"Census Tract 434.01, Riverside County, California"
4774,159700,12738,6065043403,"Census Tract 434.03, Riverside County, California"
4775,136600,19764,6065043404,"Census Tract 434.04, Riverside County, California"
4776,24600,8958,6065043405,"Census Tract 434.05, Riverside County, California"
4777,34000,6808,6065043503,"Census Tract 435.03, Riverside County, California"
4778,170500,46343,6065043504,"Census Tract 435.04, Riverside County, California"
4779,140500,9557,6065043505,"Census Tract 435.05, Riverside County, California"
4780,232400,15532,6065043506,"Census Tract 435.06, Riverside County, California"
4781,118100,63713,6065043507,"Census Tract 435.07, Riverside County, California"
4782,231700,30491,6065043508,"Census Tract 435.08, Riverside County, California"
4783,162100,42751,6065043509,"Census Tract 435.09, Riverside County, California"
4784,257300,9510,6065043512,"Census Tract 435.12, Riverside County, California"
4785,212400,12037,6065043513,"Census Tract 435.13, Riverside County, California"
4786,303700,21729,6065043517,"Census Tract 435.17, Riverside County, California"
4787,114200,32090,6065043601,"Census Tract 436.01, Riverside County, California"
4788,204200,81438,6065043602,"Census Tract 436.02, Riverside County, California"
4789,107200,31244,6065043701,"Census Tract 437.01, Riverside County, California"
4790,192200,32838,6065043702,"Census Tract 437.02, Riverside County, California"
4791,151500,26379,6065043703,"Census Tract 437.03, Riverside County, California"
4792,282800,37314,6065043802,"Census Tract 438.02, Riverside County, California"
4793,296700,20377,6065043807,"Census Tract 438.07, Riverside County, California"
4794,246300,30672,6065043809,"Census Tract 438.09, Riverside County, California"
4795,312900,11853,6065043810,"Census Tract 438.10, Riverside County, California"
4796,395000,64590,6065043811,"Census Tract 438.11, Riverside County, California"
4797,297500,12507,6065043812,"Census Tract 438.12, Riverside County, California"
4798,226400,24865,6065043813,"Census Tract 438.13, Riverside County, California"
4799,117100,10073,6065043814,"Census Tract 438.14, Riverside County, California"
4800,333600,13106,6065043818,"Census Tract 438.18, Riverside County, California"
4801,319200,13622,6065043820,"Census Tract 438.20, Riverside County, California"
4802,301800,24027,6065043821,"Census Tract 438.21, Riverside County, California"
4803,320000,18571,6065043822,"Census Tract 438.22, Riverside County, California"
4804,352100,8430,6065043823,"Census Tract 438.23, Riverside County, California"
4805,243800,18031,6065043900,"Census Tract 439, Riverside County, California"
4806,181300,74550,6065044000,"Census Tract 440, Riverside County, California"
4807,212100,15858,6065044101,"Census Tract 441.01, Riverside County, California"
4808,159500,24058,6065044102,"Census Tract 441.02, Riverside County, California"
4809,148500,63131,6065044103,"Census Tract 441.03, Riverside County, California"
4810,256900,23675,6065044104,"Census Tract 441.04, Riverside County, California"
4811,195000,22504,6065044200,"Census Tract 442, Riverside County, California"
4812,219700,25875,6065044300,"Census Tract 443, Riverside County, California"
4813,284700,26440,6065044402,"Census Tract 444.02, Riverside County, California"
